# LAST version 1608
#
# a=52 b=1 A=26 B=2 e=113 d=67 x=112 y=41 z=112 D=1e+06 E=400402
# R=01 u=2 s=2 S=1 M=0 T=0 m=10 l=1 n=10 k=1 w=1000 t=4.14426 j=3 Q=0
# apples
# Reference sequences=164 normal letters=1066000
# lambda=0.241518 K=0.285126
#
#     A   C   G   T   M   S   K   W   R   Y   B   D   H   V
# A   4  -6  -6  -5   2  -6  -5   2   2  -5  -6   1   1   1
# C  -6   6  -6  -6   2   3  -6  -6  -6   2   1  -6   1   1
# G  -6  -6   6  -6  -6   3   2  -6   2  -6   1   1  -6   1
# T  -5  -6  -6   4  -5  -6   2   2  -5   2   1   1   1  -6
# M   2   2  -6  -5   2   0  -6   0   1  -1  -2  -1   1   1
# S  -6   3   3  -6   0   3   0  -6   0   0   1  -1  -1   1
# K  -5  -6   2   2  -6   0   2   0  -1   1   1   1  -1  -2
# W   2  -6  -6   2   0  -6   0   2   0   0  -1   1   1  -1
# R   2  -6   2  -5   1   0  -1   0   2  -6  -2   1  -1   1
# Y  -5   2  -6   2  -1   0   1   0  -6   2   1  -1   1  -2
# B  -6   1   1   1  -2   1   1  -1  -2   1   1   0   0  -1
# D   1  -6   1   1  -1  -1   1   1   1  -1   0   1   0   0
# H   1   1  -6   1   1  -1  -1   1  -1   1   0   0   1   0
# V   1   1   1  -6   1   1  -2  -1   1  -2  -1   0   0   1
#
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score, query length, subject length, raw score
ORANGE_id100_len1000	APPLE_id100_len1000	98.82	1014	1	3	2011	998	1001	2003	0	1.64e+03	3011	3000	4712
ORANGE_id100_len2000	APPLE_id100_len2000	98.52	2029	1	10	1001	3029	1001	3000	0	3.23e+03	4029	4000	9252
ORANGE_id100_len5000	APPLE_id100_len5000	98.41	5083	1	29	1001	6083	1001	6003	0	8.04e+03	7080	7000	23072
ORANGE_id100_len10000	APPLE_id100_len10000	98.24	10177	3	55	1001	11177	1001	11001	0	1.61e+04	12176	12000	46254
ORANGE_id99_len1000	APPLE_id99_len1000	97.06	1020	11	7	2019	1000	1001	2001	0	1.57e+03	3019	3000	4499
ORANGE_id99_len2000	APPLE_id99_len2000	97.67	2021	20	11	3021	1001	1007	3000	0	3.13e+03	4031	4000	8973
ORANGE_id99_len5000	APPLE_id99_len5000	97.67	5068	50	19	6068	1001	1001	6000	0	7.94e+03	7068	7000	22794
ORANGE_id99_len10000	APPLE_id99_len10000	97.18	10163	124	56	11163	1001	1001	11000	0	1.56e+04	12163	12000	44814
ORANGE_id98_len1000	APPLE_id98_len1000	96.64	1012	22	4	2012	1001	1001	2000	0	1.55e+03	3012	3000	4442
ORANGE_id98_len2000	APPLE_id98_len2000	96.75	2028	38	7	1001	3028	1001	3000	0	3.14e+03	4028	4000	9005
ORANGE_id98_len5000	APPLE_id98_len5000	96.03	5086	116	30	6086	1001	1001	6000	0	7.6e+03	7086	7000	21820
